,Recipe Number,Rating,Number of Ratings
21154,21154,0,0
21155,21155,0,0
21156,21156,0,0
21157,21157,0,0
21159,21159,0,0
21160,21160,0,0
21161,21161,0,0
21162,21162,0,0
21163,21163,0,0
21164,21164,0,0
21165,21165,0,0
21166,21166,0,0
21169,21169,0,0
21170,21170,0,0
21171,21171,0,0
21172,21172,0,0
21173,21173,0,0
21174,21174,0,0
21175,21175,0,0
21176,21176,0,0
21177,21177,0,0
21178,21178,0,0
21179,21179,0,0
21180,21180,0,0
21181,21181,0,0
21182,21182,0,0
21183,21183,0,0
21184,21184,0,0
21185,21185,0,0
21186,21186,0,0
21187,21187,0,0
21189,21189,0,0
21190,21190,0,0
21192,21192,0,0
21193,21193,0,0
21194,21194,0,0
21195,21195,0,0
21196,21196,0,0
21197,21197,0,0
21198,21198,0,0
21200,21200,0,0
21201,21201,0,0
21202,21202,0,0
21205,21205,0,0
21206,21206,0,0
21207,21207,0,0
21208,21208,0,0
21209,21209,0,0
21210,21210,0,0
21211,21211,0,0
21212,21212,0,0
21213,21213,0,0
21215,21215,0,0
21216,21216,0,0
21217,21217,0,0
21218,21218,0,0
21220,21220,0,0
21224,21224,0,0
21225,21225,0,0
21226,21226,0,0
21227,21227,0,0
21228,21228,0,0
21229,21229,0,0
21230,21230,0,0
21232,21232,0,0
21233,21233,0,0
21234,21234,0,0
21235,21235,0,0
21236,21236,0,0
21237,21237,0,0
21238,21238,0,0
21239,21239,0,0
21240,21240,0,0
21241,21241,0,0
21242,21242,0,0
21244,21244,0,0
21245,21245,0,0
21246,21246,0,0
21247,21247,0,0
21248,21248,0,0
21249,21249,0,0
21250,21250,0,0
21251,21251,0,0
21252,21252,0,0
21253,21253,0,0
21254,21254,0,0
21255,21255,0,0
21256,21256,0,0
21258,21258,0,0
21259,21259,0,0
21260,21260,0,0
21261,21261,0,0
21262,21262,0,0
21263,21263,0,0
21264,21264,0,0
21265,21265,0,0
21266,21266,0,0
21267,21267,0,0
21268,21268,0,0
21269,21269,0,0
21270,21270,0,0
21271,21271,0,0
21272,21272,0,0
21273,21273,0,0
21274,21274,0,0
21275,21275,0,0
21276,21276,0,0
21277,21277,0,0
21278,21278,0,0
21279,21279,0,0
21280,21280,0,0
21281,21281,0,0
21282,21282,0,0
21284,21284,0,0
21285,21285,0,0
21286,21286,0,0
21287,21287,0,0
21289,21289,0,0
21290,21290,0,0
21291,21291,0,0
21292,21292,0,0
21293,21293,0,0
21294,21294,0,0
21295,21295,0,0
21296,21296,0,0
21297,21297,0,0
21299,21299,0,0
21300,21300,0,0
21301,21301,0,0
21302,21302,0,0
21303,21303,0,0
21304,21304,0,0
21305,21305,0,0
21306,21306,0,0
21307,21307,0,0
21309,21309,0,0
21310,21310,0,0
21311,21311,0,0
21312,21312,0,0
21313,21313,0,0
21314,21314,0,0
21315,21315,0,0
21316,21316,0,0
21317,21317,0,0
21318,21318,0,0
21320,21320,0,0
21321,21321,0,0
21322,21322,0,0
21323,21323,0,0
21324,21324,0,0
21325,21325,0,0
21326,21326,0,0
21328,21328,0,0
21329,21329,0,0
21330,21330,0,0
21331,21331,0,0
21332,21332,0,0
21333,21333,0,0
21336,21336,0,0
21337,21337,0,0
21338,21338,0,0
21339,21339,0,0
21340,21340,0,0
21341,21341,0,0
21342,21342,0,0
21343,21343,0,0
21346,21346,0,0
21349,21349,0,0
21350,21350,0,0
21351,21351,0,0
21352,21352,0,0
21353,21353,0,0
21356,21356,0,0
21357,21357,0,0
21358,21358,0,0
21359,21359,0,0
21360,21360,0,0
21361,21361,0,0
21362,21362,0,0
21363,21363,0,0
21364,21364,0,0
21365,21365,0,0
21367,21367,0,0
21368,21368,0,0
21369,21369,0,0
21370,21370,0,0
21371,21371,0,0
21372,21372,0,0
21373,21373,0,0
21374,21374,0,0
21376,21376,0,0
21378,21378,0,0
21379,21379,0,0
21380,21380,0,0
21381,21381,0,0
21382,21382,0,0
21384,21384,0,0
21385,21385,0,0
21387,21387,0,0
21388,21388,0,0
21389,21389,0,0
21390,21390,0,0
21391,21391,0,0
21392,21392,0,0
21393,21393,0,0
21396,21396,0,0
21397,21397,0,0
21398,21398,0,0
21399,21399,0,0
21400,21400,0,0
21402,21402,0,0
21403,21403,0,0
21404,21404,0,0
21405,21405,0,0
21406,21406,0,0
21407,21407,0,0
21408,21408,0,0
21409,21409,0,0
21410,21410,0,0
21411,21411,0,0
21412,21412,0,0
21414,21414,0,0
21415,21415,0,0
21417,21417,0,0
21418,21418,0,0
21419,21419,0,0
21420,21420,0,0
21421,21421,0,0
21422,21422,0,0
21424,21424,0,0
21425,21425,0,0
21426,21426,0,0
21427,21427,0,0
21428,21428,0,0
21429,21429,0,0
21430,21430,0,0
21431,21431,0,0
21432,21432,0,0
21433,21433,0,0
21434,21434,0,0
21435,21435,0,0
21437,21437,0,0
21438,21438,0,0
21439,21439,0,0
21440,21440,0,0
21441,21441,0,0
21442,21442,0,0
21444,21444,0,0
21445,21445,0,0
21447,21447,0,0
21448,21448,0,0
21449,21449,0,0
21450,21450,0,0
21451,21451,0,0
21452,21452,0,0
21453,21453,0,0
21454,21454,0,0
21455,21455,0,0
21456,21456,0,0
21457,21457,0,0
21458,21458,0,0
21459,21459,0,0
21461,21461,0,0
21462,21462,0,0
21463,21463,0,0
21464,21464,0,0
21465,21465,0,0
21466,21466,0,0
21467,21467,0,0
21468,21468,0,0
21469,21469,0,0
21470,21470,0,0
21472,21472,0,0
21473,21473,0,0
21475,21475,0,0
21476,21476,0,0
21477,21477,0,0
21478,21478,0,0
21479,21479,0,0
21480,21480,0,0
21482,21482,0,0
21483,21483,0,0
21484,21484,0,0
21485,21485,0,0
21487,21487,0,0
21488,21488,0,0
21489,21489,0,0
21491,21491,0,0
21493,21493,0,0
21495,21495,0,0
21496,21496,0,0
21497,21497,0,0
21499,21499,0,0
21500,21500,0,0
21501,21501,0,0
21502,21502,0,0
21503,21503,0,0
21504,21504,0,0
21505,21505,0,0
21506,21506,0,0
21507,21507,0,0
21508,21508,0,0
21509,21509,0,0
21510,21510,0,0
21511,21511,0,0
21513,21513,0,0
21517,21517,0,0
21518,21518,0,0
21519,21519,0,0
21520,21520,0,0
21521,21521,0,0
21522,21522,0,0
21524,21524,0,0
21525,21525,0,0
21526,21526,0,0
21527,21527,0,0
21528,21528,0,0
21530,21530,0,0
21531,21531,0,0
21532,21532,0,0
21533,21533,0,0
21535,21535,0,0
21536,21536,0,0
21537,21537,0,0
21538,21538,0,0
21539,21539,0,0
21540,21540,0,0
21541,21541,0,0
21542,21542,0,0
21543,21543,0,0
21544,21544,0,0
21545,21545,0,0
21546,21546,0,0
21547,21547,0,0
21548,21548,0,0
21549,21549,0,0
21550,21550,0,0
21551,21551,0,0
21553,21553,0,0
21554,21554,0,0
21555,21555,0,0
21556,21556,0,0
21557,21557,0,0
21558,21558,0,0
21559,21559,0,0
21560,21560,0,0
21561,21561,0,0
21562,21562,0,0
21563,21563,0,0
21564,21564,0,0
21565,21565,0,0
21566,21566,0,0
21567,21567,0,0
21568,21568,0,0
21569,21569,0,0
21571,21571,0,0
21572,21572,0,0
21574,21574,0,0
21575,21575,0,0
21576,21576,0,0
21577,21577,0,0
21578,21578,0,0
21579,21579,0,0
21581,21581,0,0
21582,21582,0,0
21583,21583,0,0
21585,21585,0,0
21586,21586,0,0
21587,21587,0,0
21588,21588,0,0
21589,21589,0,0
21590,21590,0,0
21591,21591,0,0
21592,21592,0,0
21594,21594,0,0
21595,21595,0,0
21596,21596,0,0
21597,21597,0,0
21598,21598,0,0
21599,21599,0,0
21601,21601,0,0
21602,21602,0,0
21603,21603,0,0
21604,21604,0,0
21605,21605,0,0
21619,21619,0,0
21631,21631,0,0
21635,21635,0,0
21637,21637,0,0
21638,21638,0,0
21639,21639,0,0
21640,21640,0,0
21643,21643,0,0
21644,21644,0,0
21645,21645,0,0
21646,21646,0,0
21647,21647,0,0
21648,21648,0,0
21649,21649,0,0
21650,21650,0,0
21651,21651,0,0
21652,21652,0,0
21653,21653,0,0
21654,21654,0,0
21655,21655,0,0
21656,21656,0,0
21657,21657,0,0
21658,21658,0,0
21659,21659,0,0
21660,21660,0,0
21661,21661,0,0
21663,21663,0,0
21664,21664,0,0
21665,21665,0,0
21666,21666,0,0
21667,21667,0,0
21668,21668,0,0
21669,21669,0,0
21670,21670,0,0
21671,21671,0,0
21672,21672,0,0
21673,21673,0,0
21675,21675,0,0
21676,21676,0,0
21677,21677,0,0
21679,21679,0,0
21680,21680,0,0
21681,21681,0,0
21683,21683,0,0
21685,21685,0,0
21686,21686,0,0
21687,21687,0,0
21688,21688,0,0
21689,21689,0,0
21690,21690,0,0
21691,21691,0,0
21692,21692,0,0
21693,21693,0,0
21694,21694,0,0
21695,21695,0,0
21696,21696,0,0
21697,21697,0,0
21698,21698,0,0
21699,21699,0,0
21700,21700,0,0
21701,21701,0,0
21702,21702,0,0
21704,21704,0,0
21705,21705,0,0
21707,21707,0,0
21710,21710,0,0
21711,21711,0,0
21712,21712,0,0
21714,21714,0,0
21715,21715,0,0
21716,21716,0,0
21717,21717,0,0
21718,21718,0,0
21719,21719,0,0
21720,21720,0,0
21721,21721,0,0
21722,21722,0,0
21723,21723,0,0
21724,21724,0,0
21725,21725,0,0
21726,21726,0,0
21727,21727,0,0
21728,21728,0,0
21729,21729,0,0
21730,21730,0,0
21731,21731,0,0
21732,21732,0,0
21733,21733,0,0
21735,21735,0,0
21736,21736,0,0
21738,21738,0,0
21739,21739,0,0
21740,21740,0,0
21741,21741,0,0
21742,21742,0,0
21743,21743,0,0
21744,21744,0,0
21745,21745,0,0
21746,21746,0,0
21747,21747,0,0
21749,21749,0,0
21750,21750,0,0
21751,21751,0,0
21752,21752,0,0
21753,21753,0,0
21754,21754,0,0
21755,21755,0,0
21756,21756,0,0
21757,21757,0,0
21758,21758,0,0
21761,21761,0,0
21762,21762,0,0
21763,21763,0,0
21764,21764,0,0
21765,21765,0,0
21766,21766,0,0
21767,21767,0,0
21768,21768,0,0
21769,21769,0,0
21770,21770,0,0
21771,21771,0,0
21772,21772,0,0
21773,21773,0,0
21774,21774,0,0
21775,21775,0,0
21776,21776,0,0
21777,21777,0,0
21778,21778,0,0
21779,21779,0,0
21780,21780,0,0
21781,21781,0,0
21782,21782,0,0
21783,21783,0,0
21784,21784,0,0
21786,21786,0,0
21787,21787,0,0
21788,21788,0,0
21789,21789,0,0
21791,21791,0,0
21793,21793,0,0
21796,21796,0,0
21797,21797,0,0
21798,21798,0,0
21799,21799,0,0
21802,21802,0,0
21806,21806,0,0
21807,21807,0,0
21810,21810,0,0
21811,21811,0,0
21812,21812,0,0
21814,21814,0,0
21815,21815,0,0
21816,21816,0,0
21817,21817,0,0
21818,21818,0,0
21819,21819,0,0
21820,21820,0,0
21821,21821,0,0
21822,21822,0,0
21826,21826,0,0
21827,21827,0,0
21828,21828,0,0
21829,21829,0,0
21830,21830,0,0
21831,21831,0,0
21832,21832,0,0
21834,21834,0,0
21835,21835,0,0
21837,21837,0,0
21838,21838,0,0
21839,21839,0,0
21840,21840,0,0
21841,21841,0,0
21842,21842,0,0
21843,21843,0,0
21844,21844,0,0
21845,21845,0,0
21846,21846,0,0
21847,21847,0,0
21848,21848,0,0
21849,21849,0,0
21851,21851,0,0
21852,21852,0,0
21853,21853,0,0
21854,21854,0,0
21855,21855,0,0
21856,21856,0,0
21857,21857,0,0
21858,21858,0,0
21859,21859,0,0
21862,21862,0,0
22121,22121,0,0
22122,22122,0,0
22123,22123,0,0
22124,22124,0,0
22125,22125,0,0
22126,22126,0,0
22127,22127,0,0
22129,22129,0,0
22130,22130,0,0
22131,22131,0,0
22132,22132,0,0
22133,22133,0,0
22134,22134,0,0
22135,22135,0,0
22136,22136,0,0
22137,22137,0,0
22138,22138,0,0
22139,22139,0,0
22140,22140,0,0
22141,22141,0,0
22142,22142,0,0
22143,22143,0,0
22144,22144,0,0
22145,22145,0,0
22146,22146,0,0
22148,22148,0,0
22149,22149,0,0
22150,22150,0,0
22151,22151,0,0
22152,22152,0,0
22153,22153,0,0
22154,22154,0,0
22155,22155,0,0
22156,22156,0,0
22157,22157,0,0
22158,22158,0,0
22159,22159,0,0
22160,22160,0,0
22161,22161,0,0
22162,22162,0,0
22163,22163,0,0
22164,22164,0,0
22165,22165,0,0
22166,22166,0,0
22167,22167,0,0
22168,22168,0,0
22169,22169,0,0
22170,22170,0,0
22171,22171,0,0
22172,22172,0,0
22173,22173,0,0
22174,22174,0,0
22175,22175,0,0
22176,22176,0,0
22177,22177,0,0
22178,22178,0,0
22179,22179,0,0
22180,22180,0,0
22181,22181,0,0
22182,22182,0,0
22183,22183,0,0
22184,22184,0,0
22185,22185,0,0
22186,22186,0,0
22187,22187,0,0
22188,22188,0,0
22189,22189,0,0
22190,22190,0,0
22191,22191,0,0
22192,22192,0,0
22194,22194,0,0
22195,22195,0,0
22196,22196,0,0
22197,22197,0,0
22198,22198,0,0
22200,22200,0,0
22202,22202,0,0
22203,22203,0,0
22204,22204,0,0
22206,22206,0,0
22207,22207,0,0
22208,22208,0,0
22210,22210,0,0
22211,22211,0,0
22212,22212,0,0
22213,22213,0,0
22214,22214,0,0
22215,22215,0,0
22217,22217,0,0
22218,22218,0,0
22219,22219,0,0
22220,22220,0,0
22221,22221,0,0
22222,22222,0,0
22223,22223,0,0
22224,22224,0,0
22225,22225,0,0
22226,22226,0,0
22227,22227,0,0
22228,22228,0,0
22229,22229,0,0
22230,22230,0,0
22231,22231,0,0
22232,22232,0,0
22233,22233,0,0
22235,22235,0,0
22236,22236,0,0
22237,22237,0,0
22238,22238,0,0
22239,22239,0,0
22240,22240,0,0
22241,22241,0,0
22242,22242,0,0
22243,22243,0,0
22244,22244,0,0
22245,22245,0,0
22246,22246,0,0
22248,22248,0,0
22250,22250,0,0
22251,22251,0,0
22252,22252,0,0
22254,22254,0,0
22255,22255,0,0
22256,22256,0,0
22257,22257,0,0
22258,22258,0,0
22259,22259,0,0
22260,22260,0,0
22261,22261,0,0
22262,22262,0,0
22263,22263,0,0
22264,22264,0,0
22265,22265,0,0
22266,22266,0,0
22267,22267,0,0
22268,22268,0,0
22269,22269,0,0
22270,22270,0,0
22271,22271,0,0
22272,22272,0,0
22273,22273,0,0
22274,22274,0,0
22275,22275,0,0
22277,22277,0,0
22278,22278,0,0
22280,22280,0,0
22281,22281,0,0
22282,22282,0,0
22283,22283,0,0
22285,22285,0,0
22286,22286,0,0
22287,22287,0,0
22288,22288,0,0
22289,22289,0,0
22290,22290,0,0
22291,22291,0,0
22292,22292,0,0
22293,22293,0,0
22294,22294,0,0
22296,22296,0,0
22297,22297,0,0
22298,22298,0,0
22299,22299,0,0
22302,22302,0,0
22303,22303,0,0
22304,22304,0,0
22305,22305,0,0
22306,22306,0,0
22307,22307,0,0
22308,22308,0,0
22309,22309,0,0
22310,22310,0,0
22311,22311,0,0
22312,22312,0,0
22313,22313,0,0
22314,22314,0,0
22315,22315,0,0
22316,22316,0,0
22317,22317,0,0
22320,22320,0,0
22321,22321,0,0
22322,22322,0,0
22323,22323,0,0
22324,22324,0,0
22328,22328,0,0
22329,22329,0,0
22330,22330,0,0
22331,22331,0,0
22332,22332,0,0
22334,22334,0,0
22335,22335,0,0
22337,22337,0,0
22338,22338,0,0
22339,22339,0,0
22340,22340,0,0
22341,22341,0,0
22343,22343,0,0
22344,22344,0,0
22345,22345,0,0
22347,22347,0,0
22348,22348,0,0
22349,22349,0,0
22351,22351,0,0
22353,22353,0,0
22354,22354,0,0
22355,22355,0,0
22356,22356,0,0
22357,22357,0,0
22358,22358,0,0
22359,22359,0,0
22360,22360,0,0
22361,22361,0,0
22363,22363,0,0
22364,22364,0,0
22365,22365,0,0
22366,22366,0,0
22367,22367,0,0
22368,22368,0,0
22369,22369,0,0
22370,22370,0,0
22371,22371,0,0
22372,22372,0,0
22373,22373,0,0
22374,22374,0,0
22375,22375,0,0
22376,22376,0,0
22377,22377,0,0
22378,22378,0,0
22379,22379,0,0
22380,22380,0,0
22381,22381,0,0
22382,22382,0,0
22383,22383,0,0
22384,22384,0,0
22385,22385,0,0
22386,22386,0,0
22387,22387,0,0
22388,22388,0,0
22389,22389,0,0
22390,22390,0,0
22391,22391,0,0
22392,22392,0,0
22393,22393,0,0
22394,22394,0,0
22395,22395,0,0
22396,22396,0,0
22397,22397,0,0
22398,22398,0,0
22399,22399,0,0
22400,22400,0,0
22401,22401,0,0
22402,22402,0,0
22403,22403,0,0
22404,22404,0,0
22406,22406,0,0
22407,22407,0,0
22408,22408,0,0
22409,22409,0,0
22410,22410,0,0
22411,22411,0,0
22412,22412,0,0
22413,22413,0,0
22414,22414,0,0
22415,22415,0,0
22417,22417,0,0
22418,22418,0,0
22419,22419,0,0
22420,22420,0,0
22421,22421,0,0
22422,22422,0,0
22423,22423,0,0
22425,22425,0,0
22427,22427,0,0
22428,22428,0,0
22429,22429,0,0
22431,22431,0,0
22432,22432,0,0
22433,22433,0,0
22434,22434,0,0
22435,22435,0,0
22436,22436,0,0
22437,22437,0,0
22438,22438,0,0
22439,22439,0,0
22440,22440,0,0
22441,22441,0,0
22442,22442,0,0
22443,22443,0,0
22444,22444,0,0
22445,22445,0,0
22446,22446,0,0
22448,22448,0,0
22449,22449,0,0
22450,22450,0,0
22451,22451,0,0
22452,22452,0,0
22453,22453,0,0
22454,22454,0,0
22455,22455,0,0
22456,22456,0,0
22457,22457,0,0
22458,22458,0,0
22459,22459,0,0
22460,22460,0,0
22462,22462,0,0
22463,22463,0,0
22464,22464,0,0
22465,22465,0,0
22466,22466,0,0
22467,22467,0,0
22468,22468,0,0
22469,22469,0,0
22470,22470,0,0
22471,22471,0,0
22472,22472,0,0
22473,22473,0,0
22474,22474,0,0
22475,22475,0,0
22476,22476,0,0
22477,22477,0,0
22478,22478,0,0
22479,22479,0,0
22480,22480,0,0
22481,22481,0,0
22482,22482,0,0
22483,22483,0,0
22484,22484,0,0
22485,22485,0,0
22486,22486,0,0
22487,22487,0,0
22489,22489,0,0
22490,22490,0,0
22491,22491,0,0
22492,22492,0,0
22494,22494,0,0
22495,22495,0,0
22497,22497,0,0
22498,22498,0,0
22499,22499,0,0
22500,22500,0,0
22501,22501,0,0
22502,22502,0,0
22505,22505,0,0
22506,22506,0,0
22507,22507,0,0
22508,22508,0,0
22509,22509,0,0
22510,22510,0,0
22511,22511,0,0
22512,22512,0,0
22513,22513,0,0
22514,22514,0,0
22515,22515,0,0
22516,22516,0,0
22518,22518,0,0
22519,22519,0,0
22520,22520,0,0
22521,22521,0,0
22522,22522,0,0
22523,22523,0,0
22524,22524,0,0
22525,22525,0,0
22527,22527,0,0
22528,22528,0,0
22529,22529,0,0
22530,22530,0,0
22531,22531,0,0
22532,22532,0,0
22533,22533,0,0
22534,22534,0,0
22538,22538,0,0
22539,22539,0,0
22540,22540,0,0
22541,22541,0,0
22542,22542,0,0
22543,22543,0,0
22544,22544,0,0
22545,22545,0,0
22548,22548,0,0
22549,22549,0,0
22550,22550,0,0
22551,22551,0,0
22552,22552,0,0
22553,22553,0,0
22554,22554,0,0
22555,22555,0,0
22556,22556,0,0
22557,22557,0,0
22558,22558,0,0
22559,22559,0,0
22560,22560,0,0
22561,22561,0,0
22563,22563,0,0
22564,22564,0,0
22565,22565,0,0
22566,22566,0,0
22567,22567,0,0
22569,22569,0,0
22570,22570,0,0
22571,22571,0,0
22572,22572,0,0
22573,22573,0,0
22574,22574,0,0
22575,22575,0,0
22576,22576,0,0
22577,22577,0,0
22578,22578,0,0
22579,22579,0,0
22580,22580,0,0
22581,22581,0,0
22582,22582,0,0
22583,22583,0,0
22584,22584,0,0
22585,22585,0,0
22586,22586,0,0
22587,22587,0,0
22589,22589,0,0
22590,22590,0,0
22591,22591,0,0
22592,22592,0,0
22594,22594,0,0
22595,22595,0,0
22596,22596,0,0
22597,22597,0,0
22598,22598,0,0
22599,22599,0,0
22600,22600,0,0
22602,22602,0,0
22603,22603,0,0
22604,22604,0,0
22605,22605,0,0
22606,22606,0,0
22607,22607,0,0
22608,22608,0,0
22610,22610,0,0
22611,22611,0,0
22612,22612,0,0
22613,22613,0,0
22614,22614,0,0
22615,22615,0,0
22616,22616,0,0
22617,22617,0,0
22618,22618,0,0
22619,22619,0,0
22620,22620,0,0
22621,22621,0,0
22622,22622,0,0
22624,22624,0,0
22625,22625,0,0
22626,22626,0,0
22627,22627,0,0
22628,22628,0,0
22629,22629,0,0
22630,22630,0,0
22631,22631,0,0
22632,22632,0,0
22633,22633,0,0
22634,22634,0,0
22635,22635,0,0
22636,22636,0,0
22637,22637,0,0
22638,22638,0,0
22639,22639,0,0
22642,22642,0,0
22644,22644,0,0
22645,22645,0,0
22646,22646,0,0
22647,22647,0,0
22648,22648,0,0
22651,22651,0,0
22652,22652,0,0
22653,22653,0,0
22655,22655,0,0
22656,22656,0,0
22657,22657,0,0
22658,22658,0,0
22659,22659,0,0
22660,22660,0,0
22661,22661,0,0
22662,22662,0,0
22663,22663,0,0
22664,22664,0,0
22665,22665,0,0
22666,22666,0,0
22669,22669,0,0
22670,22670,0,0
22671,22671,0,0
22672,22672,0,0
22673,22673,0,0
22674,22674,0,0
22675,22675,0,0
22676,22676,0,0
22678,22678,0,0
22679,22679,0,0
22680,22680,0,0
22681,22681,0,0
22683,22683,0,0
22684,22684,0,0
22686,22686,0,0
22687,22687,0,0
22689,22689,0,0
22691,22691,0,0
22692,22692,0,0
22693,22693,0,0
22694,22694,0,0
22696,22696,0,0
22697,22697,0,0
22698,22698,0,0
22699,22699,0,0
22700,22700,0,0
22701,22701,0,0
22702,22702,0,0
22704,22704,0,0
22705,22705,0,0
22706,22706,0,0
22707,22707,0,0
22708,22708,0,0
22709,22709,0,0
22710,22710,0,0
22711,22711,0,0
22713,22713,0,0
22714,22714,0,0
22715,22715,0,0
22716,22716,0,0
22718,22718,0,0
22719,22719,0,0
22720,22720,0,0
22721,22721,0,0
22722,22722,0,0
22723,22723,0,0
22724,22724,0,0
22725,22725,0,0
22726,22726,0,0
22727,22727,0,0
22728,22728,0,0
22729,22729,0,0
22730,22730,0,0
22731,22731,0,0
22732,22732,0,0
22733,22733,0,0
22735,22735,0,0
22736,22736,0,0
22737,22737,0,0
22738,22738,0,0
22739,22739,0,0
22740,22740,0,0
22741,22741,0,0
22742,22742,0,0
22743,22743,0,0
22744,22744,0,0
22745,22745,0,0
22746,22746,0,0
22747,22747,0,0
22748,22748,0,0
22749,22749,0,0
22750,22750,0,0
22751,22751,0,0
22752,22752,0,0
22753,22753,0,0
22754,22754,0,0
22755,22755,0,0
22756,22756,0,0
22757,22757,0,0
22758,22758,0,0
22759,22759,0,0
22760,22760,0,0
22762,22762,0,0
22763,22763,0,0
22764,22764,0,0
22765,22765,0,0
22766,22766,0,0
22768,22768,0,0
22769,22769,0,0
22770,22770,0,0
22772,22772,0,0
22773,22773,0,0
22774,22774,0,0
22775,22775,0,0
22776,22776,0,0
22777,22777,0,0
22778,22778,0,0
22779,22779,0,0
22780,22780,0,0
22782,22782,0,0
22783,22783,0,0
22785,22785,0,0
22786,22786,0,0
22787,22787,0,0
22789,22789,0,0
22790,22790,0,0
22791,22791,0,0
22792,22792,0,0
22793,22793,0,0
22794,22794,0,0
22795,22795,0,0
22796,22796,0,0
22797,22797,0,0
22798,22798,0,0
22799,22799,0,0
22800,22800,0,0
22801,22801,0,0
22802,22802,0,0
22803,22803,0,0
22804,22804,0,0
22805,22805,0,0
22807,22807,0,0
22808,22808,0,0
22809,22809,0,0
22810,22810,0,0
22812,22812,0,0
22813,22813,0,0
22815,22815,0,0
22816,22816,0,0
22817,22817,0,0
22818,22818,0,0
22819,22819,0,0
22820,22820,0,0
22821,22821,0,0
22822,22822,0,0
22823,22823,0,0
22824,22824,0,0
22825,22825,0,0
22826,22826,0,0
22827,22827,0,0
22830,22830,0,0
22831,22831,0,0
22832,22832,0,0
22833,22833,0,0
22834,22834,0,0
22835,22835,0,0
22836,22836,0,0
22837,22837,0,0
22838,22838,0,0
22839,22839,0,0
22840,22840,0,0
22841,22841,0,0
22842,22842,0,0
22845,22845,0,0
22846,22846,0,0
22847,22847,0,0
22848,22848,0,0
22849,22849,0,0
22850,22850,0,0
22851,22851,0,0
22853,22853,0,0
22854,22854,0,0
22856,22856,0,0
22857,22857,0,0
22859,22859,0,0
22860,22860,0,0
22861,22861,0,0
22863,22863,0,0
22864,22864,0,0
22865,22865,0,0
22866,22866,0,0
22867,22867,0,0
22868,22868,0,0
22869,22869,0,0
22870,22870,0,0
22871,22871,0,0
22872,22872,0,0
22874,22874,0,0
22875,22875,0,0
22876,22876,0,0
22877,22877,0,0
22878,22878,0,0
22879,22879,0,0
22880,22880,0,0
22881,22881,0,0
22883,22883,0,0
22884,22884,0,0
22885,22885,0,0
22886,22886,0,0
22890,22890,0,0
22891,22891,0,0
22893,22893,0,0
22894,22894,0,0
22896,22896,0,0
22897,22897,0,0
22898,22898,0,0
22899,22899,0,0
22900,22900,0,0
22901,22901,0,0
22902,22902,0,0
22903,22903,0,0
22904,22904,0,0
22905,22905,0,0
22906,22906,0,0
22907,22907,0,0
22908,22908,0,0
22909,22909,0,0
22911,22911,0,0
22912,22912,0,0
22913,22913,0,0
22914,22914,0,0
22915,22915,0,0
22916,22916,0,0
22917,22917,0,0
22918,22918,0,0
22919,22919,0,0
22921,22921,0,0
22923,22923,0,0
22924,22924,0,0
22925,22925,0,0
22927,22927,0,0
22928,22928,0,0
22929,22929,0,0
22930,22930,0,0
22931,22931,0,0
22932,22932,0,0
22933,22933,0,0
22934,22934,0,0
22935,22935,0,0
22936,22936,0,0
22937,22937,0,0
22938,22938,0,0
22941,22941,0,0
22942,22942,0,0
22943,22943,0,0
22944,22944,0,0
22945,22945,0,0
22948,22948,0,0
22949,22949,0,0
22950,22950,0,0
22952,22952,0,0
22953,22953,0,0
22954,22954,0,0
22955,22955,0,0
22956,22956,0,0
22957,22957,0,0
22958,22958,0,0
22959,22959,0,0
22960,22960,0,0
22961,22961,0,0
22962,22962,0,0
22963,22963,0,0
22965,22965,0,0
22966,22966,0,0
22967,22967,0,0
22968,22968,0,0
22969,22969,0,0
22970,22970,0,0
22971,22971,0,0
22972,22972,0,0
22973,22973,0,0
22974,22974,0,0
22975,22975,0,0
22976,22976,0,0
22977,22977,0,0
22978,22978,0,0
22979,22979,0,0
22980,22980,0,0
22981,22981,0,0
22982,22982,0,0
22983,22983,0,0
22985,22985,0,0
22986,22986,0,0
22987,22987,0,0
22988,22988,0,0
22989,22989,0,0
22990,22990,0,0
22991,22991,0,0
22992,22992,0,0
22993,22993,0,0
22994,22994,0,0
22995,22995,0,0
22996,22996,0,0
22997,22997,0,0
22998,22998,0,0
22999,22999,0,0
23000,23000,0,0
23004,23004,0,0
23005,23005,0,0
23006,23006,0,0
23008,23008,0,0
23009,23009,0,0
23010,23010,0,0
23011,23011,0,0
23012,23012,0,0
23013,23013,0,0
23015,23015,0,0
23016,23016,0,0
23018,23018,0,0
23020,23020,0,0
23021,23021,0,0
23022,23022,0,0
23023,23023,0,0
23024,23024,0,0
23025,23025,0,0
23026,23026,0,0
23027,23027,0,0
23029,23029,0,0
23030,23030,0,0
23031,23031,0,0
23032,23032,0,0
23033,23033,0,0
23034,23034,0,0
23035,23035,0,0
23036,23036,0,0
23037,23037,0,0
23039,23039,0,0
23040,23040,0,0
23041,23041,0,0
23042,23042,0,0
23043,23043,0,0
23044,23044,0,0
23045,23045,0,0
23046,23046,0,0
23047,23047,0,0
23048,23048,0,0
23050,23050,0,0
23051,23051,0,0
23052,23052,0,0
23053,23053,0,0
23055,23055,0,0
23056,23056,0,0
23057,23057,0,0
23058,23058,0,0
23059,23059,0,0
23060,23060,0,0
23062,23062,0,0
23063,23063,0,0
